the_geom,cartodb_id,the_geom_webmercator,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
,112674,,35969929,24,1,2017-05-23 04:00:00+00,2017-05-23,00:00:00,2,201724047969.00000000,I ST TIOGA ST,100,Homicide - Criminal,,
0101000020E610000068A2CC8F4AC852C0C849B1DB9BFF4340,112798,0101000020110F0000AB3348D65DE75FC18193FD8B768F5241,35970024,24,2,2017-05-01 04:00:00+00,2017-05-01,00:00:00,14,201724040034.00000000,100 BLOCK E CLEARFIELD ST,100,Homicide - Criminal,-75.12955089,39.99694391
0101000020E610000098EC2F5364CB52C018F2395E9EFF4340,112944,0101000020110F0000AE32AF1FA2EC5FC10E445354798F5241,35970149,39,3,2017-05-25 04:00:00+00,2017-05-25,00:00:00,0,201739039022.00000000,2700 BLOCK N DOVER ST,100,Homicide - Criminal,-75.17799835,39.99702051
0101000020E6100000F8E17369F4CB52C05001927EB5FD4340,114387,0101000020110F000047D3B7DE96ED5FC1D15F0A685B8D5241,35971292,22,4,2017-05-15 04:00:00+00,2017-05-15,00:00:00,19,201722038278.00000000,1600 BLOCK N 32ND ST,100,Homicide - Criminal,-75.18679272,39.98210127
0101000020E6100000F8D956206BCE52C0E8D9EC82E0FA4340,114802,0101000020110F00003AC1AD33C6F15FC123418BF8378A5241,35971627,18,2,2017-05-16 04:00:00+00,2017-05-16,00:00:00,22,201718033415.00000000,5200 BLOCK MARKET ST,100,Homicide - Criminal,-75.22528847,39.95997655
0101000020E610000094B61839F4C752C0B0C061533B054440,114985,0101000020110F0000E7FC9D2ECBE65FC161AEE9E6B2955241,35971768,35,1,2017-05-23 04:00:00+00,2017-05-23,00:00:00,20,201735042727.00000000,200 BLOCK W WIDNER ST,100,Homicide - Criminal,-75.12428119,40.04087298
0101000020E6100000385CC792DBCA52C050689AC9DA044440,115181,0101000020110F0000363861D6B9EB5FC1AA6458CF47955241,35971935,14,2,2017-05-23 04:00:00+00,2017-05-23,00:00:00,17,201714041985.00000000,5500 BLOCK HEISKELL ST,100,Homicide - Criminal,-75.16965169,40.03792687
0101000020E6100000542905294DC852C0508B30CEAAFD4340,115861,0101000020110F00005CFD394062E75FC12D7A108F4F8D5241,35972439,22,1,2017-05-16 04:00:00+00,2017-05-16,00:00:00,18,201722038525.00000000,2100 BLOCK DAUPHIN ST,100,Homicide - Criminal,-75.12970949,39.98177507
0101000020E61000002CDC705ABBC952C0C80E54A772FF4340,115864,0101000020110F0000A0CD4144D0E95FC1B0D7D4DD488F5241,35972441,25,4,2017-05-31 04:00:00+00,2017-05-31,00:00:00,23,201725044703.00000000,1300 BLOCK W RUSH ST,100,Homicide - Criminal,-75.15206014,39.99568645
0101000020E61000002CDC705ABBC952C0C80E54A772FF4340,115868,0101000020110F0000A0CD4144D0E95FC1B0D7D4DD488F5241,35972442,25,4,2017-05-31 04:00:00+00,2017-05-31,00:00:00,23,201725044723.00000000,1300 BLOCK W RUSH ST,100,Homicide - Criminal,-75.15206014,39.99568645
